created_at,twitter_id,screen_name,location,followers_count,friends_count,favorite_count/like_count,retweet_count,hashtags,mentions,in_reply_to_screen_name,twitter_url,text,is_retweet,is_quote,coordinates,url1,url1_expanded,url2,url2_expanded,media_url
2017-09-20 00:32:02+00:00,910300483335675909,Zitwsat,,44,193,0,352,,polNewsInfinity,,http://twitter.com/Zitwsat/status/910300483335675909,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:56+00:00,910300458962604032,rashnok,,519,443,0,352,,polNewsInfinity,,http://twitter.com/rashnok/status/910300458962604032,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:56+00:00,910300458694119424,cimofun,United States,4,28,0,0,,YouTube,,http://twitter.com/cimofun/status/910300458694119424,I liked a @YouTube video https://t.co/Vtl2qKt3EA Hurricane IRMA AAR,No,No,,https://t.co/Vtl2qKt3EA,http://youtu.be/0_QLMPI3Xwk?a,,,
2017-09-20 00:31:55+00:00,910300454508285953,ringoftree,,46,156,0,352,,polNewsInfinity,,http://twitter.com/ringoftree/status/910300454508285953,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:54+00:00,910300449537961985,lordakuma,,32,140,0,7,"mexicocity, irma",scottsanchez,,http://twitter.com/lordakuma/status/910300449537961985,RT @scottsanchez: Interesting: 1985 8.2 #mexicocity earthquake was during hurricane Gloria. 8.2 on Sept 7th was during #irma. 7.1 today dur…,Yes,No,,,,,,
2017-09-20 00:31:51+00:00,910300438951546882,VisualPersist,Rome,16880,10108,0,63,,"Oceana, azula",,http://twitter.com/VisualPersist/status/910300438951546882,"RT @Oceana: When rescuers stumbled upon manatees stranded by Hurricane Irma, they knew they had to think fast (via @azula) https://t.co/KLW…",Yes,No,,,,,,
2017-09-20 00:31:48+00:00,910300426637111296,mz6268,United States,963,935,0,17,,Jennanjack,,http://twitter.com/mz6268/status/910300426637111296,"RT @Jennanjack: VIDEO: Rubio Speaks on Senate Floor About Impact of Hurricane Irma, Recovery Efforts -U.S. Sen for Fl, Marco Rubio https://…",Yes,No,,,,,,
2017-09-20 00:31:48+00:00,910300424560943106,ParkouringZombi,Republic of Kekistan,68,255,0,352,,polNewsInfinity,,http://twitter.com/ParkouringZombi/status/910300424560943106,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:47+00:00,910300421469736960,radioboyalan,Tallahassee FL,1004,2798,0,18,,COTNews,,http://twitter.com/radioboyalan/status/910300421469736960,RT @COTNews: Wondering what to do with the supplies you gathered for Hurricane Irma? Keep them. We're only halfway through hurricane season…,Yes,No,,,,,,
2017-09-20 00:31:46+00:00,910300415861952512,HCPSArea4,"Tampa, FL",275,84,0,16,"Irma, HCPSproud",HillsboroughSch,,http://twitter.com/HCPSArea4/status/910300415861952512,RT @HillsboroughSch: An incredible summary about the important work HCPS employees and partners did during Hurricane #Irma. #HCPSproud! htt…,Yes,No,,,,,,
2017-09-20 00:31:43+00:00,910300405204230144,MelissaGaskill,,932,693,0,63,,"Oceana, azula",,http://twitter.com/MelissaGaskill/status/910300405204230144,"RT @Oceana: When rescuers stumbled upon manatees stranded by Hurricane Irma, they knew they had to think fast (via @azula) https://t.co/KLW…",Yes,No,,,,,,
2017-09-20 00:31:41+00:00,910300393510510593,xo_kasandraa,,2111,887,0,1077,,Devvsmarie,,http://twitter.com/xo_kasandraa/status/910300393510510593,RT @Devvsmarie: If anyone would like 2 adopt these beautiful loving babies pls let me know They were rescued the night of hurricane Irma &amp;n…,Yes,No,,,,,,
2017-09-20 00:31:38+00:00,910300384442310659,PeroQueAweonao,Chile,15381,13003,0,1,Maria,QuantumOverlord,,http://twitter.com/PeroQueAweonao/status/910300384442310659,RT @QuantumOverlord: Hurricane #Maria is now a bottom level 'cat 6' if you like using the 175mph definition. Irma was also 'cat 6'.,Yes,No,,,,,,
2017-09-20 00:31:33+00:00,910300363252813824,FburgSPCA,"Fredericksburg, Virginia",1292,1980,8,6,,,,http://twitter.com/FburgSPCA/status/910300363252813824,New arrivals from the U.S. Virgin Islands! They came to us via the Humane Society of St. Thomas &amp; Island Dog Rescue after Hurricane Irma! https://t.co/q2IuE0xycp,No,No,,,,,,http://pbs.twimg.com/media/DKIJMnmWkAAlCmU.jpg
2017-09-20 00:31:33+00:00,910300362883702784,EyeOfTheIdol,"Wisconsin, USA",852,1033,3,1,inners,,,http://twitter.com/EyeOfTheIdol/status/910300362883702784,St. Croix was only USVI 2 b spared by Irma. Now Hurricane Maria is going 2 finish the job! So worried 4 those folks there &amp; in PR! #inners,No,No,,,,,,
2017-09-20 00:31:31+00:00,910300355136589824,Br0M0use,"Wouldn't You Like to Know, USA",721,1174,0,352,,polNewsInfinity,,http://twitter.com/Br0M0use/status/910300355136589824,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:28+00:00,910300339584282624,kaycei420,"Oshawa, Ontario, Canada",88,90,0,24,,"SixxSense, obituarytheband",,http://twitter.com/kaycei420/status/910300339584282624,RT @SixxSense: .@obituarytheband drummer Donald Tardy couldn't let the kitten die https://t.co/zB6H76pAj2,Yes,No,,https://t.co/zB6H76pAj2,http://sixxsen.se/2fhCKza,,,
2017-09-20 00:31:27+00:00,910300337164218370,whois_John_Galt,GLOBAL,1264,431,0,352,,polNewsInfinity,,http://twitter.com/whois_John_Galt/status/910300337164218370,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:27+00:00,910300334651736064,dtamir84,,76,81,0,0,,,,http://twitter.com/dtamir84/status/910300334651736064,After posting this hurricane Irma pic that went viral. people wanted to know more about him and checked out his... https://t.co/yU0gZGVFYG,No,No,,https://t.co/yU0gZGVFYG,http://fb.me/6ZbOO6N9s,,,
2017-09-20 00:31:25+00:00,910300329840742400,quakemaster7,600 AD,242,441,0,352,,polNewsInfinity,,http://twitter.com/quakemaster7/status/910300329840742400,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:25+00:00,910300328276439040,davidrusnc20,,126,421,0,0,,,,http://twitter.com/davidrusnc20/status/910300328276439040,Florida Is Due for a Reckoning. Will Irma Be It? https://t.co/vyRbEtW5VM,No,No,,https://t.co/vyRbEtW5VM,https://nyti.ms/2gPUYbo,,,
2017-09-20 00:31:25+00:00,910300327274061824,TDizzno,halladale beach fl,31,205,0,8,,wsvn,,http://twitter.com/TDizzno/status/910300327274061824,RT @wsvn: Thief steals box of birthday decorations ahead of Hurricane Irma https://t.co/uF5DNquxaa https://t.co/2NCmTeYxzD,Yes,No,,https://t.co/uF5DNquxaa,http://wsvn.com/news/local/thief-steals-box-of-birthday-decorations-ahead-of-hurricane-irma/,,,http://pbs.twimg.com/media/DKH7SC0X0AAt6wI.jpg
2017-09-20 00:31:23+00:00,910300321045516288,CoachP_CHS,"Orlando, FL",1657,828,0,79,,"FLGovScott, FLDFS",,http://twitter.com/CoachP_CHS/status/910300321045516288,"RT @FLGovScott: For help filing an insurance claim following Hurricane Irma, call the @FLDFS Insurance Consumer Helpline at 1-877-693-5236",Yes,No,,,,,,
2017-09-20 00:31:23+00:00,910300320034586625,Cyphxr_VI,511 kinderheim,147,170,0,352,,polNewsInfinity,,http://twitter.com/Cyphxr_VI/status/910300320034586625,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:19+00:00,910300303316090880,1967panam,,798,2114,0,14,"HillaryClinton, Florida",JoeTurner212,,http://twitter.com/1967panam/status/910300303316090880,RT @JoeTurner212: Heard There's a Tape of #HillaryClinton Saying Good if Hurricane Irma Wiped All Those TrailerLiving #Florida HillBillies…,Yes,Yes,,,,,,
2017-09-20 00:31:18+00:00,910300298060664832,capitolhilldc1,"Capitol Hill, Washington, DC",284,590,0,0,,voxdotcom,,http://twitter.com/capitolhilldc1/status/910300298060664832,"Flesh-eating bacteria, cancer-causing chemicals, and mold: Harvey and Irma's lingering health threats https://t.co/JRfmcfRxsM via @voxdotcom",No,No,,https://t.co/JRfmcfRxsM,https://www.vox.com/science-and-health/2017/9/19/16325044/hurricane-2017-health-risks-irma-harvey-pollution-mold-mosquitoes-depression?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter,,,
2017-09-20 00:31:15+00:00,910300285263851521,daniellekaucic,,470,1226,0,1294,,EltonCastee,,http://twitter.com/daniellekaucic/status/910300285263851521,"RT @EltonCastee: We need to start giving these Hurricanes more severe names.  No one is afraid of ""Irma"". Hurricane Velociraptor = pack you…",Yes,No,,,,,,
2017-09-20 00:31:12+00:00,910300274056712192,susan220,"Michigan, USA",1602,2034,0,17,,Jennanjack,,http://twitter.com/susan220/status/910300274056712192,"RT @Jennanjack: VIDEO: Rubio Speaks on Senate Floor About Impact of Hurricane Irma, Recovery Efforts -U.S. Sen for Fl, Marco Rubio https://…",Yes,No,,,,,,
2017-09-20 00:31:10+00:00,910300264250343424,NancyEpstein7,MA,705,863,0,538,,WSJ,,http://twitter.com/NancyEpstein7/status/910300264250343424,"RT @WSJ: After Irma, Florida homeowners find hurricane building codes were worth it https://t.co/YGabBb7hFC",Yes,No,,https://t.co/YGabBb7hFC,http://on.wsj.com/2fq6qHc,,,
2017-09-20 00:31:08+00:00,910300257526960128,cosmeclaire,"North Carolina, USA",621,908,0,352,,polNewsInfinity,,http://twitter.com/cosmeclaire/status/910300257526960128,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:07+00:00,910300251688402945,Riic14,"Texas, USA",1600,1320,1,0,,,,http://twitter.com/Riic14/status/910300251688402945,Well Hurricane Irma and Hurricane Maria done ruined my Puerto Rico trip,No,No,,,,,,
2017-09-20 00:31:05+00:00,910300245761970179,KekistanRanger4,,139,328,0,352,,polNewsInfinity,,http://twitter.com/KekistanRanger4/status/910300245761970179,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:31:05+00:00,910300243098505216,Ghuggghhhh,"Satan's Anus, Nebraska, USA",29,236,0,130,,Revolvermag,,http://twitter.com/Ghuggghhhh/status/910300243098505216,RT @Revolvermag: Obituary's Donald Tardy braved Hurricane Irma's wrath to save an injured kitten https://t.co/bcUMcQzVvx https://t.co/J94Jg…,Yes,No,,https://t.co/bcUMcQzVvx,https://www.revolvermag.com/culture/obituary-drummer-braves-hurricane-irmas-wrath-save-injured-kitten,,,
2017-09-20 00:31:03+00:00,910300235741536256,OnWeather1,,318,248,1,2,,,,http://twitter.com/OnWeather1/status/910300235741536256,Hurricane Irma Aftermath In the Lower Florida Keys - 9/10/2017 https://t.co/Hs8Hb4kMOG https://t.co/LcYIGW48q5,No,No,,https://t.co/Hs8Hb4kMOG,http://bqz.me/ihJZk,,,http://pbs.twimg.com/media/DKIJPWUVAAAkdLf.jpg
2017-09-20 00:31:02+00:00,910300233975914496,CozFraser,Stafford UK,161,268,0,27,BGT,"MirrorCeleb, Collabro",,http://twitter.com/CozFraser/status/910300233975914496,RT @MirrorCeleb: EXCLUSIVE: #BGT winners @Collabro feared bandmate was going to die in Hurricane Irma: https://t.co/HO59D37Bi2 https://t.co…,Yes,No,,https://t.co/HO59D37Bi2,http://www.mirror.co.uk/3am/celebrity-news/britains-talent-winners-collabro-feared-11202923#ICID=sharebar_twitter,,,
2017-09-20 00:31:02+00:00,910300233896202245,Moeenek,,667,483,0,1077,,Devvsmarie,,http://twitter.com/Moeenek/status/910300233896202245,RT @Devvsmarie: If anyone would like 2 adopt these beautiful loving babies pls let me know They were rescued the night of hurricane Irma &amp;n…,Yes,No,,,,,,
2017-09-20 00:31:02+00:00,910300230133981184,UCCtweet,"Spokane, WA",2483,202,0,1,,,,http://twitter.com/UCCtweet/status/910300230133981184,Another hurricane is coming - Maria.  ADRA is on the ground ready to help. To help them go to: https://t.co/AtlBjiNKh9 https://t.co/1cwFM9y1l7,No,No,,https://t.co/AtlBjiNKh9,http://l.uccsda.org/2wF0Czp,,,http://pbs.twimg.com/media/DKIJO_2WsAAsfMN.jpg
2017-09-20 00:31:01+00:00,910300227864756225,daytonb2b,"Dayton, Ohio",4218,39,0,0,,,,http://twitter.com/daytonb2b/status/910300227864756225,After Hurricane Irma: Pilots flying aid to Key West find ‘ghost town’ https://t.co/LnqWte70TZ,No,No,,https://t.co/LnqWte70TZ,http://ddnnews.com/2xPKL62,,,
2017-09-20 00:31:01+00:00,910300225604132864,nwparsons,"Cleveland, OH",1587,2694,0,18,,Newsweek,,http://twitter.com/nwparsons/status/910300225604132864,"RT @Newsweek: Hurricane Maria will hit Puerto Rico and Virgin Islands by Wednesday. After Irma's destruction, both are unprepared https://t…",Yes,No,,,,,,
2017-09-20 00:31:00+00:00,910300223183847424,loaded,東京ビル街の谷間,281,203,0,1,,,,http://twitter.com/loaded/status/910300223183847424,Obituary Drummer Braves Hurricane Irma's Wrath to Save Injured Kitten https://t.co/6FejOSHPo3 Obituaryのドラマー氏がハリケーン大猛襲中の深夜、瀕死の仔猫を助け出したというイイ話。,No,No,,https://t.co/6FejOSHPo3,https://www.revolvermag.com/culture/obituary-drummer-braves-hurricane-irmas-wrath-save-injured-kitten,,,
2017-09-20 00:30:59+00:00,910300218729521153,mickhawg,Kekistan,225,458,0,352,,polNewsInfinity,,http://twitter.com/mickhawg/status/910300218729521153,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:30:56+00:00,910300207207800832,JohnG405,California,5132,2706,0,352,,polNewsInfinity,,http://twitter.com/JohnG405/status/910300207207800832,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:30:55+00:00,910300201830686720,lessandrOssola,"Sydney, New South Wales",300,675,0,0,"Irma, urbanforest, trees","UrbanEcosystems, ISArboriculture",,http://twitter.com/lessandrOssola/status/910300201830686720,only days after hurricane #Irma Florida's urban forest gets rebuilt by #urbanforest industry #trees @UrbanEcosystems @ISArboriculture https://t.co/TTwOAWj1vp,No,No,,,,,,http://pbs.twimg.com/media/DKIIcl7VAAArtnd.jpg
2017-09-20 00:30:52+00:00,910300191361822720,maleficenteno,"Miami, FL",88,110,0,1077,,Devvsmarie,,http://twitter.com/maleficenteno/status/910300191361822720,RT @Devvsmarie: If anyone would like 2 adopt these beautiful loving babies pls let me know They were rescued the night of hurricane Irma &amp;n…,Yes,No,,,,,,
2017-09-20 00:30:52+00:00,910300189327593472,CityNews,"Toronto, Ontario",513671,2005,1,1,,CityNewsAmanda,,http://twitter.com/CityNews/status/910300189327593472,Nations ravaged by Hurricane Irma look to tourism to fund recovery https://t.co/vwUyC0WHHh @CityNewsAmanda,No,No,,https://t.co/vwUyC0WHHh,http://ow.ly/iuXQ30fhDFT,,,
2017-09-20 00:30:52+00:00,910300187964387328,felodes,Worldwide,65,188,0,46,,MiamiHerald,,http://twitter.com/felodes/status/910300187964387328,RT @MiamiHerald: How Hurricane Irma blew away the beach in Miami Beach https://t.co/3qtp45vBef https://t.co/FrW8rFpibD,Yes,No,,https://t.co/3qtp45vBef,http://hrld.us/2wuMLQR,,,http://pbs.twimg.com/media/DKH2jHhWsAAyiDE.jpg
2017-09-20 00:30:51+00:00,910300184814514176,SG34AL,,302,770,0,352,,polNewsInfinity,,http://twitter.com/SG34AL/status/910300184814514176,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:30:50+00:00,910300182830489600,BecksUnderwear,,337,126,0,18,,Newsweek,,http://twitter.com/BecksUnderwear/status/910300182830489600,"RT @Newsweek: Hurricane Maria will hit Puerto Rico and Virgin Islands by Wednesday. After Irma's destruction, both are unprepared https://t…",Yes,No,,,,,,
2017-09-20 00:30:50+00:00,910300180699914240,Nullrick_,New York,48,158,0,352,,polNewsInfinity,,http://twitter.com/Nullrick_/status/910300180699914240,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:30:44+00:00,910300155873808384,SparkplugPower,"Somerville, MA",1845,2543,0,3,,rdfitzpat,,http://twitter.com/SparkplugPower/status/910300155873808384,RT @rdfitzpat: States have tons of xtra trash post-hurricanes. TX is making landfills. FL is making electricity. https://t.co/gIfn2bhMCC,Yes,No,,https://t.co/gIfn2bhMCC,https://www.bloomberg.com/news/articles/2017-09-18/trash-from-hurricane-irma-will-add-energy-to-florida-s-power-grid,,,
2017-09-20 00:30:42+00:00,910300146637959170,inna_cortes,,124,114,0,1077,,Devvsmarie,,http://twitter.com/inna_cortes/status/910300146637959170,RT @Devvsmarie: If anyone would like 2 adopt these beautiful loving babies pls let me know They were rescued the night of hurricane Irma &amp;n…,Yes,No,,,,,,
2017-09-20 00:30:41+00:00,910300145476096001,jmcbee12,,256,332,0,0,,,,http://twitter.com/jmcbee12/status/910300145476096001,After Hurricane Irma: Lawsuit filed against FPL over power outages https://t.co/XELF8PwDVJ,No,No,,https://t.co/XELF8PwDVJ,http://www.palmbeachpost.com/business/after-hurricane-irma-lawsuit-filed-against-fpl-over-power-outages/MBQ5ZDzRiKDalHebv2D4VJ/,,,
2017-09-20 00:30:41+00:00,910300142556864512,Kacy1000,🐸Tampa Bay 🌴⛱,4763,3923,0,352,,polNewsInfinity,,http://twitter.com/Kacy1000/status/910300142556864512,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:30:41+00:00,910300142531522560,gxbbymorx,,184,210,0,109,,AaronTheKatyCat,,http://twitter.com/gxbbymorx/status/910300142531522560,"RT @AaronTheKatyCat: With everything going on (Hurricane Irma, Harvey, Jose, Earthquakes, Wild Fires, Nuclear War threats, etc.) I'm prayin…",Yes,No,,,,,,
2017-09-20 00:30:40+00:00,910300141399113728,CheesyBarbarian,,62,85,0,138,,reason,,http://twitter.com/CheesyBarbarian/status/910300141399113728,"RT @reason: Thanks, government! https://t.co/1CSp7UwFIp",Yes,No,,https://t.co/1CSp7UwFIp,http://bit.ly/2wEEpBw,,,
2017-09-20 00:30:40+00:00,910300140560371712,10021pop,,343,3,0,0,,,,http://twitter.com/10021pop/status/910300140560371712,Florida College Official Ousted Over How She Handled Irma https://t.co/qQECYDwNn6,No,No,,https://t.co/qQECYDwNn6,http://www.nbcnews.com/storyline/hurricane-irma/university-florida-st-petersburg-officials-resigns-after-fleeing-campus-ahead-n802636?cid=public-rss_20170920,,,
2017-09-20 00:30:39+00:00,910300135619547137,ButcherBillMAGA,The Five Points,166,345,0,352,,polNewsInfinity,,http://twitter.com/ButcherBillMAGA/status/910300135619547137,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:30:38+00:00,910300131580370944,LOYALtoTRUMP,,13668,6959,0,352,,polNewsInfinity,,http://twitter.com/LOYALtoTRUMP/status/910300131580370944,RT @polNewsInfinity: Currently Hurricane Irma’s death toll is 42. That means Hillary Clinton has officially killed more people (at least 47…,Yes,No,,,,,,
2017-09-20 00:30:37+00:00,910300128019386368,buccos4vr,United States,182,1073,0,18,,Newsweek,,http://twitter.com/buccos4vr/status/910300128019386368,"RT @Newsweek: Hurricane Maria will hit Puerto Rico and Virgin Islands by Wednesday. After Irma's destruction, both are unprepared https://t…",Yes,No,,,,,,
2017-09-20 00:30:37+00:00,910300127075749889,MarthaSLu,,43,51,0,0,,,,http://twitter.com/MarthaSLu/status/910300127075749889,"Casal escapou do furacão Irma, precisaram matar frangos e passar por lugares que estavam sendo saqueados,... https://t.co/ELUvNyWyE1",No,No,,https://t.co/ELUvNyWyE1,http://fb.me/8sG2pfkJc,,,
2017-09-20 00:30:33+00:00,910300109635821568,sounza_official,"Nassau, The Bahamas",2720,2363,0,0,,,,http://twitter.com/sounza_official/status/910300109635821568,New video is now LIVE! Check it out: Hurricane Irma Day 2 https://t.co/2XbOa9Qy05,No,No,,https://t.co/2XbOa9Qy05,http://crwd.fr/2wN8qlU,,,
2017-09-20 00:30:31+00:00,910300100475412482,sounza_official,"Nassau, The Bahamas",2720,2363,0,0,,,,http://twitter.com/sounza_official/status/910300100475412482,Just posted! Hurricane Irma Day 3 https://t.co/AAZ2xcijp6,No,No,,https://t.co/AAZ2xcijp6,http://crwd.fr/2eUveKm,,,
